valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,Popularidad,duration_s,numero_de_artista_muestra,artistslistmuestra,featm
0.322,1947,0.946,['TIN TAN Y MARCELO'],0.494,187920,0.278,0,6UbTWO7odEsFl68fG5rFPn,0,0,0.35200000000000004,-13.252,1,Morena de Ojos Negros,8,1947,0.0787,120.509,No Popular,187.92,1,,0
0.475,1998,0.106,['Billy Ray Cyrus'],0.6,197267,0.568,0,55bwRyNowFFB5Kp0Ojkvhx,0,7,0.238,-9.867,1,Busy Man,40,1998-01-01,0.0388,163.887,No Popular,197.267,1,,0
0.299,1926,0.333,"['Georgette Heyer', 'Irina Salkow']",0.711,146822,0.129,0,2W2brSXOhmujmDT35alQNP,0,9,0.342,-22.891,0,Kapitel 231 - Der Page und die Herzogin,1,1926,0.933,108.506,No Popular,146.822,2,,1
0.458,2013,0.0781,['Pogo'],0.6779999999999999,164065,0.551,0,6h4yONyGIFXYhrvEX6jVeb,0.00941,8,0.122,-11.036,1,Alice,50,2013-06-08,0.0348,99.998,No Popular,164.065,1,,0
0.455,1963,0.528,"['Little Joe', 'The Latinaires', 'Jose Maria De Leon Hernandez', 'Johnny Hernandez', 'Bobby Butler']",0.266,190600,0.407,0,207tiXa8ErVTuZFsGiqTBI,1.1e-6,9,0.0547,-5.488,1,Then You Can Tell Me Goodbye,12,1963-06-01,0.0291,173.084,No Popular,190.6,5,,1
0.126,1941,0.618,['Sharmila Roy Pommot'],0.212,330787,0.196,0,7vfXBEsjNnsItWCg1UHPc7,0,7,0.3,-12.456,1,Andhar Rate Akla Pagal,0,1941-12-01,0.0353,110.182,No Popular,330.787,1,,0
0.311,1942,0.232,['Orchestra Studio 7'],0.584,187533,0.254,0,5wYsaAnkSGwRGnJdY59WmY,0.747,9,0.166,-17.172,1,Tutte 'e ssere - Musical base Version,0,1942-11-13,0.0312,76.351,No Popular,187.533,1,,0
0.916,2011,0.119,"['J Boog', 'Peetah Morgan']",0.769,217271,0.536,0,4RjHalDdUreXDJSJLo44lK,0,8,0.0439,-6.6789999999999985,1,Sunshine Girl,57,2011-09-27,0.0341,118.116,No Popular,217.271,2,,1
0.7490000000000001,1950,0.984,"['Leonard Bernstein', 'Ben Steinberg', 'Peter Pan Cast Orchestra']",0.763,42133,0.33,0,0ddc32ntbTSFHWVB2Sg2sr,0,7,0.157,-13.62,0,Peter Pan (Remastered): The Plank,0,1950,0.087,112.149,No Popular,42.133,3,,1
0.407,1987,0.438,['Heavy D & The Boyz'],0.5720000000000001,261533,0.305,0,1wp6LcTKJgnEXsHcOHyDMu,0.0086,11,0.107,-15.485,1,Don't You Know,25,1987-10-25,0.0543,77.32,No Popular,261.533,1,,0
0.562,1974,0.7509999999999999,"['Crosby, Stills, Nash & Young']",0.339,328400,0.28,0,6reF60Z1fDFvCpIVLlGupg,0.13699999999999998,4,0.101,-14.282,0,Wooden Ships,41,1974-08-19,0.0332,158.106,No Popular,328.4,3,,1
0.448,2000,0.6940000000000001,['Eagles'],0.474,200596,0.272,0,5IEqDqv75DPPUjcWGo0ybV,1.6299999999999e-4,7,0.31,-14.243,1,Saturday Night - 2013 Remaster,44,2000,0.0257,100.664,No Popular,200.596,1,,0
0.618,1951,0.907,['Geeta Dutt'],0.438,197093,0.541,0,1bXDB22tEDX6liFQqJotv3,7.63e-6,7,0.225,-8.249,1,O Janewale Dil Mein Teri Yaad,0,1951-01-01,0.0406,158.047,No Popular,197.093,1,,0
0.317,1974,0.774,['Eric Clapton'],0.573,171960,0.182,0,4pkuaNauckc35kkEBxCsLg,0.154,9,0.157,-17.928,1,Give Me Strength,32,1974-07-01,0.0332,137.714,No Popular,171.96,1,,0
0.652,2014,0.949,['Wun Two'],0.762,143133,0.525,0,24Jk4wYlLRXI9TUMdkHoMN,0.87,6,0.114,-11.863,1,Again,66,2014-12-19,0.199,82.777,No Popular,143.133,1,,0
0.478,1992,0.459,"['Newsies Ensemble', 'Newsies Additional Singing Cast']",0.5429999999999999,144000,0.474,0,1by8KkLC21uRKPipwj3vjd,0,11,0.11,-15.335,0,Once and for All,33,1992-01-01,0.0745,180.183,No Popular,144,2,,1
0.244,2018,0.462,"['Teqkoi', 'Snøw']",0.698,120000,0.183,1,4P1L6AniTDJzANaubzWGYs,4.24e-4,8,0.335,-20.188,1,I'm Not Enough and I'm Sorry,71,2018-10-27,0.299,143.96,No Popular,120,2,,1
0.201,1986,4.35e-6,['Love and Rockets'],0.337,367387,0.623,0,1VbVN1XQI62bUJTRebWGYL,0.547,2,0.125,-9.309,1,Holiday on the Moon,39,1986,0.0287,165.39700000000005,No Popular,367.387,1,,0
0.5329999999999999,1961,0.813,['Babes in Toyland Orchestra'],0.433,178733,0.365,0,6hzgHx0pRAvvCE9ZERRgaX,0.0766,7,0.106,-13.549,0,March of the Toys - Instrumental Version,24,1961-01-01,0.0605,110.268,No Popular,178.733,1,,0
0.633,2000,0.124,['Travis Tritt'],0.6729999999999999,206027,0.9,0,6wMrCa8tIUwjJW4uJxiIm5,0,4,0.284,-3.88,0,Down The Road I Go,35,2000-10-01,0.0866,108.466,No Popular,206.027,1,,0
0.7390000000000001,1984,0.118,['Bob Marley & The Wailers'],0.94,212640,0.477,0,0NDJeqkaT4a7WlC3Uj2ig5,2.47e-5,11,0.105,-10.999,0,Jamming,39,1984-05-01,0.289,123.679,No Popular,212.64,1,,0
0.32299999999999995,1963,0.951,['Al Hirt'],0.435,164360,0.417,0,3x4x5gc8LujHKPF5yzkIhY,0.595,0,0.108,-9.085,1,I Can't Get Started,13,1963,0.0378,64.521,No Popular,164.36,1,,0
0.328,2018,0.0699,['Twenty One Pilots'],0.728,225040,0.602,0,5SehvGGC53A7SZKCLXQcyt,7.01e-6,9,0.318,-7.747999999999997,0,Nico and the Niners,69,2018-10-05,0.185,140.08100000000002,No Popular,225.04,1,,0
0.29600000000000004,1955,0.742,['Gigi Gryce'],0.454,222307,0.384,0,1wTKEEiHFYIfYfMqiPWFEV,0.463,10,0.195,-12.123,0,Smoke Signal,10,1955-01-01,0.0488,133.24,No Popular,222.307,1,,0
0.33,2016,0.328,['Stephen Flores'],0.716,360000,0.765,0,7Lg4gG2GsOpQXMfD0EewQs,0.274,11,0.0975,-5.062,1,Hot Nights - Original Mix,0,2016-01-05,0.0356,114.994,No Popular,360,1,,0
0.334,1930,0.937,['Luis Fernando Ramirez Zuluaga'],0.475,210163,0.263,0,2B3bnNdyalyC4DQG6s4yaI,0,10,0.0715,-7.669,1,Mantelito Blanco (Instrumental y Voz),0,1930-03-15,0.0324,126.913,No Popular,210.163,1,,0
0.69,1974,0.453,['Grateful Dead'],0.601,257116,0.468,0,47qs1Om3SvkYk3D4kcKGup,0.0041,9,0.107,-13.456,1,Pride of Cucamonga - 2013 Remaster,30,1974,0.0269,136.77200000000002,No Popular,257.116,1,,0
0.529,2006,0.00928,['Hannah Montana'],0.659,189080,0.8079999999999999,0,3rcXcJT6Uwg1ojuCdPRjeJ,6.68e-6,2,0.29,-5.079,1,"Pumpin' Up The Party - From ""Hannah Montana""/Soundtrack Version",44,2006-01-01,0.0869,124.057,No Popular,189.08,1,,0
0.311,1969,0.248,['Fleetwood Mac'],0.424,417667,0.299,0,3yw7Yxn1aBS1pRZDYMor7G,0,9,0.255,-13.396,1,Need Your Love so Bad,38,1969-08-15,0.0348,148.27200000000005,No Popular,417.667,1,,0
0.8759999999999999,1958,0.972,['The McGuire Sisters'],0.768,117720,0.285,0,4nR06NVyOF9Pu5GsWDRFyB,0,8,0.0646,-11.413,1,I'd Like To Trim A Tree With,15,1958-10-26,0.033,82.066,No Popular,117.72,1,,0
0.599,2020,0.8009999999999999,['Ariana Grande'],0.499,157710,0.462,1,3ko9jEHNt4O5fjKN65ULJp,0,0,0.0946,-5.308,1,shut up,83,2020-10-30,0.0312,127.698,Popular,157.71,1,,0
0.79,1985,0.0586,['Modern Talking'],0.845,334600,0.541,0,0Zn63G0XTiqXwr1KSmARWz,0.0586,1,0.149,-9.029,0,"You're My Heart, You're My Soul",65,1985,0.0748,117.362,No Popular,334.6,1,,0
0.591,1980,0.606,['ABBA'],0.466,272493,0.61,0,2bACMuM250AF9rErF1uwWg,2.54e-4,0,0.218,-7.81,1,Put On Your White Sombrero,22,1980,0.0278,82.01100000000002,No Popular,272.493,1,,0
0.264,1990,0.897,"['Leopold Stokowski', 'Philadelphia Orchestra']",0.301,658440,0.105,0,5UEcZXaXRsupDBUfWuMnra,0.0215,5,0.117,-19.851,1,"Symphony No. 6 (""Pastoral""), Op. 68, III Allegro/IV Allegro/V Allegretto",29,1990-01-01,0.046,102.514,No Popular,658.44,2,,1
0.6579999999999999,1937,3.04e-4,['Springtoifel'],0.433,273160,0.7390000000000001,0,0T1NmebBUuw00un4TMw3lG,4.52e-6,7,0.101,-12.082,1,Der Henker,0,1937,0.0469,90.466,No Popular,273.16,1,,0
0.524,2003,0.0235,['Less Than Jake'],0.322,186360,0.922,0,2zPrdI7V4Pik4He87Nhdbl,0,4,0.191,-3.4760000000000004,1,Look What Happened,50,2003-05-19,0.192,186.7,No Popular,186.36,1,,0
0.8109999999999999,1989,0.371,['Stephanie Mills'],0.594,327912,0.62,0,3nW6iZFsJhOTZBeRdC5tKD,1.87e-4,5,0.0919,-9.79,0,Something In The Way (You Make Me Feel),43,1989-01-01,0.104,188.102,No Popular,327.912,1,,0
0.359,1956,0.6459999999999999,['Count Basie'],0.34700000000000003,228240,0.4370000000000001,0,0Eei1Bgq9wz865URsCfRcl,0.0653,4,0.258,-11.769,0,April In Paris - Alternate Take,13,1956,0.0468,126.405,No Popular,228.24,1,,0
0.855,1985,0.0541,['Depeche Mode'],0.693,223733,0.883,0,10lhgbBD8NRUnN8iQpQpKS,0,9,0.267,-4.591,0,People Are People,38,1985-10-15,0.0665,119.86,No Popular,223.733,1,,0
0.899,1986,0.698,['Sergio Vargas'],0.5870000000000001,306442,0.596,0,4Tzq5jGBM5BN7eAkz64BCQ,2.68e-5,2,0.278,-10.086,1,La Quiero a Morir,32,1986-01-01,0.0334,130.57299999999998,No Popular,306.442,1,,0
0.924,1958,0.8590000000000001,['Dean Martin'],0.728,130733,0.3720000000000001,0,0Maw6cX5cpTWiivT5Mn1I0,0,8,0.0942,-11.522,1,The Triche Trache (The Tree-Kay Trah-Kay),18,1958,0.0599,124.559,No Popular,130.733,1,,0
0.552,2008,8.25e-5,['Jet Black Stare'],0.391,232387,0.871,0,7frIRhmEchPNoXn3FOVEQ9,0,1,0.13699999999999998,-3.196,0,I'm Breathing,43,2008-01-01,0.0397,172.18400000000003,No Popular,232.387,1,,0
0.8140000000000001,1940,0.994,['Giorgos Papasideris'],0.35200000000000004,196373,0.464,0,3mWUxXUBfpYDMrUvADlEcY,0.931,5,0.0813,-9.246,1,Pantrepsoy kori na xaro,0,1940-01-01,0.0348,115.271,No Popular,196.373,1,,0
0.642,2016,0.0457,['Mac Miller'],0.737,234938,0.782,1,3DORsoGpr8l2xsaZE9baq5,0,4,0.236,-5.057,0,Wake Up,57,2016-06-03,0.141,109.354,No Popular,234.938,1,,0
0.6709999999999999,1988,0.329,['Tracy Chapman'],0.561,161600,0.732,0,0YMFcrMtBowDdD5bPz0cgy,2.28e-4,7,0.0755,-6.178,1,Talkin' Bout a Revolution,68,1988-04-05,0.0281,118.975,No Popular,161.6,1,,0
0.448,1974,0.528,['Cecilio & Kapono'],0.363,263960,0.32299999999999995,0,55XxeEsRBc9kjRnra8GwAB,2.29e-5,4,0.0948,-14.718,1,Sunflower,28,1974,0.0304,124.34,No Popular,263.96,1,,0
0.87,1995,0.162,['Selena'],0.632,184733,0.75,0,5ubqSAc9LxUS2CsMHcA4kF,1.64e-5,10,0.368,-7.739,1,Como La Flor,63,1995,0.0358,91.17,No Popular,184.733,1,,0
0.7829999999999999,1963,0.976,['Bob Dylan'],0.6659999999999999,94387,0.213,0,1410iE6em3NIlLO1MCOVZV,0.00443,7,0.407,-12.595,1,Hero Blues - Witmark Demo - 1963,14,1963-01-04,0.0412,112.911,No Popular,94.387,1,,0
0.5720000000000001,1990,0.0185,['LL Cool J'],0.792,220560,0.696,0,7vzihiZVJVWXNEBMxfCZlQ,0,0,0.255,-9.901,1,The Boomin' System,32,1990-08-27,0.289,96.05,No Popular,220.56,1,,0
0.449,1955,0.718,['Sammy Davis Jr.'],0.504,143213,0.274,0,5QlfcVRYU9mRJJIjq4HZu5,0,10,0.293,-8.651,1,Easy To Love,12,1955-01-01,0.0467,131.72,No Popular,143.213,1,,0
0.569,1955,0.984,"['June Christy', 'Stan Kenton']",0.68,140680,0.0306,0,6RHjr8u0rEmOMOs9S9tgH3,0,10,0.123,-16.605,0,"Baby, Baby All The Time",10,1955-01-01,0.0488,102.902,No Popular,140.68,2,,1
0.237,1961,0.441,['Percy Faith & His Orchestra'],0.377,171240,0.314,0,1XrGik5DEKbuLjfr00SOfs,0.525,9,0.0769,-14.835,0,Sons and Lovers,22,1961,0.0352,118.868,No Popular,171.24,1,,0
0.85,1950,0.8079999999999999,"['Asha Bhosle', 'Geeta Dutt']",0.6,185643,0.55,0,0XjWcxavHS7srhRnfa37SJ,0,3,0.7609999999999999,-8.69,1,Mausam Hai Namkeen,0,1950-01-01,0.0493,102.008,No Popular,185.643,2,,1
0.927,1983,0.163,['The Pointer Sisters'],0.784,286613,0.453,0,0yPEHHXezar80rMIQVRfTu,0,5,0.45,-16.124000000000002,1,Automatic,43,1983-11-06,0.0506,110.704,No Popular,286.613,1,,0
0.152,1956,0.976,['Shelly Manne & His Friends'],0.4,362040,0.0164,0,2sYInNWcg7ZL9cLobvs0oo,0.879,0,0.0962,-31.261,1,With A Little Bit Of Luck - Instrumental,6,1956-08-17,0.042,130.933,No Popular,362.04,1,,0
0.71,1947,0.884,['Lead Belly'],0.731,102165,0.29100000000000004,0,6juOoW5GzNLdqAf6XXD7Fz,1.96e-4,9,0.0906,-13.261,1,Jean Harlow,3,1947,0.293,114.747,No Popular,102.165,1,,0
0.132,1980,0.736,['Terje Rypdal'],0.388,503840,0.0794,0,2qJeNizewezb1J0oZ07lTr,0.8059999999999999,9,0.0872,-21.906,0,Speil,46,1980-01-01,0.0298,76.57300000000002,No Popular,503.84,1,,0
0.6779999999999999,1978,0.314,['Gordon Lightfoot'],0.503,241640,0.573,0,3RnSb4ehRxsFaDaRVs2ux3,1.62e-5,3,0.334,-9.994,1,The Circle Is Small,39,1978,0.0241,91.631,No Popular,241.64,1,,0
0.7609999999999999,1987,0.293,['2 LIVE CREW'],0.916,169000,0.519,1,62ZlScwF8VZuGEFaAo3TNZ,0,2,0.379,-12.409,0,We Want Some P--sy,52,1987-01-01,0.077,125.137,No Popular,169,1,,0
0.7440000000000001,1972,0.504,['America'],0.758,233933,0.394,0,60q6TXEMst3hzZSbF4Sy2G,0.00604,11,0.0932,-12.577,0,Three Roses,41,1972,0.0304,124.404,No Popular,233.933,1,,0
0.474,1930,0.995,['Dimitris Gkogkos'],0.611,197360,0.175,0,7gi8fzwz3tSMpPgrd5yZn0,0.897,5,0.14300000000000002,-13.885,0,San magemeno,0,1930-01-01,0.0533,126.65,No Popular,197.36,1,,0
0.206,2009,0.83,['Scripture Lullabies'],0.67,224160,0.117,0,2QZRPoP8nhNUjqDFykMtGD,0.00193,7,0.109,-15.657,1,I Can Do All Things,43,2009-11-21,0.0332,109.891,No Popular,224.16,1,,0
0.165,1946,0.983,"['George Frideric Handel', 'The Liverpool Philharmonic Orchestra', 'Sir Malcolm Sargent']",0.35100000000000003,22800,0.18,0,2E1gkbp3j1n3sSX19tJT2p,0,6,0.45,-20.41,0,"Messiah, HWV 56, Pt. 2: He was cut off out of the land of the living - Accompagnato",0,1946,0.0519,107.805,No Popular,22.8,3,,1
0.802,2002,0.00215,['Bell Biv DeVoe'],0.841,262027,0.701,0,0RnDu3eYJqbFKz6MHv2ajd,0.00268,6,0.627,-6.365,0,Poison,50,2002-01-01,0.192,111.857,No Popular,262.027,1,,0
0.878,1987,0.068,['Los Lobos'],0.3720000000000001,174200,0.76,0,1LeDn7zwuFLzqbqNiZ53an,9.19e-4,0,0.225,-12.408,1,La Bamba,50,1987-01-01,0.0495,156.41299999999995,No Popular,174.2,1,,0
0.731,1942,0.0146,['Orchestra Studio 7'],0.88,192836,0.28600000000000003,0,0rSizjD5XWeLkmIvhxuZk4,0.841,4,0.104,-13.518,0,Agata - Musical base Version,0,1942-11-13,0.0812,124.89,No Popular,192.836,1,,0
0.332,2008,1.53e-4,['Usher'],0.696,268240,0.643,0,5yC7WplXvhIHsp8NBYV5dT,1.03e-5,0,0.156,-5.218,1,Trading Places,55,2008-05-27,0.0447,146.005,No Popular,268.24,1,,0
0.605,2002,0.908,['Elizabeth Mitchell'],0.477,168827,0.179,0,10CsMKlayFJOj4Lai9tAvm,4.58e-4,8,0.213,-17.070999999999998,1,You Are My Sunshine (Version 1),58,2002-01-01,0.0356,172.046,No Popular,168.827,1,,0
0.325,1964,0.0698,['Gil Evans'],0.241,446120,0.53,0,1hsrjQDva7bYPq1cRunWDk,3.12e-4,8,0.206,-15.684,1,Time Of The Barracudas,25,1964-01-01,0.0746,73.343,No Popular,446.12,1,,0
0.157,2020,0.0298,['Lil Uzi Vert'],0.903,195692,0.535,1,5egD7A5x9AHdVO2fMo3Wbo,0,8,0.0851,-6.238,1,Silly Watch,68,2020-03-06,0.28600000000000003,130.11700000000002,No Popular,195.692,1,,0
0.478,2009,0.0424,['Don Omar'],0.7959999999999999,211093,0.7120000000000001,0,1Er25HUjQ73Iqc70QfmZPU,3.2e-4,10,0.455,-4.47,0,Blue Zone,45,2009-01-01,0.0541,94.97,No Popular,211.093,1,,0
0.471,1955,0.878,"['Charles Mingus', 'John LaPorta']",0.471,528573,0.311,0,5PPfoRrEL2qe4wJ27PqXMY,0.177,7,0.161,-11.39,0,Four Hands,3,1955,0.0361,100.314,No Popular,528.573,2,,1
0.816,2001,0.0289,"['Redman', 'Method Man', 'Cypress Hill', 'War']",0.882,240227,0.899,1,0CJ3Y3V6UQn5X7IjXDO3IO,1.4199999999999e-4,9,0.327,-5.865,0,Cisco Kid,53,2001-01-01,0.266,140.68,No Popular,240.227,4,,1
0.0906,1997,0.9,"['Heather Headley', 'Jason Raize', 'Max Casella', 'Tom Alan Robbins', 'Ensemble - The Lion King']",0.18600000000000003,299213,0.163,0,7zb4dWm9K6Hr4kk1pOwSDS,4.93e-4,6,0.119,-13.322,1,Can You Feel The Love Tonight,37,1997-01-01,0.0411,71.138,No Popular,299.213,5,,1
0.715,1937,0.986,"['Francisco Canaro', 'Roberto Maida']",0.726,167107,0.384,0,6rqb5q8RIDKpsuxj8pNruD,0.527,0,0.11,-8.142000000000001,0,Redención - Remasterizado,0,1937-01-18,0.062,124.945,No Popular,167.107,2,,1
0.334,2013,0.7490000000000001,['Lorde'],0.8340000000000001,213666,0.375,0,45UvXCltvMpEPNLGzG0NYk,0.0201,1,0.107,-10.91,0,Biting Down,55,2013-01-01,0.0588,116.024,No Popular,213.666,1,,0
0.5720000000000001,1944,0.501,"['Dale Carnegie', 'Till Hagen', 'Stefan Kaminski']",0.71,471893,0.322,0,2P3PFmBEEJB6GUBBCCJhLE,0,10,0.6970000000000001,-17.102,0,"Sorge dich nicht - lebe! - Die Kunst, zu einem von Ängsten und Aufregungen befreiten Leben zu finden, Kapitel 43",14,1944,0.946,130.691,No Popular,471.893,3,,1
0.47,1947,0.847,['Amirbai Karnataki'],0.561,185560,0.358,0,3nrQ0voFVDk2699aPfpJ68,0.0101,5,0.267,-7.387,0,Tumhari Yaad Ko,0,1947-12-31,0.0409,77.064,No Popular,185.56,1,,0
0.285,1951,0.99,"['Dock Reed', 'Vera Hall']",0.4920000000000001,101800,0.0727,0,3bnDAHz3QpXkCqZZ8uU3Tf,0.00205,10,0.109,-13.847,1,Free at Last,9,1951,0.0364,106.594,No Popular,101.8,2,,1
0.924,1985,0.284,['Marino'],0.812,248921,0.647,0,6IJnaxj77dxjBnpwXoqrZ8,0,1,0.29600000000000004,-10.798,0,Tomado de la Mano,33,1985-02-15,0.0596,123.072,No Popular,248.921,1,,0
0.268,1945,0.982,"['Johannes Brahms', 'William Kapell', 'William Primrose']",0.409,271667,0.182,0,2QtZosGPwv0eL5hiU7M3G2,0.0306,5,0.153,-12.279000000000002,1,"Sonata in F Minor, Op. 120 No. 1: IV. Vivace",0,1945,0.0397,99.867,No Popular,271.667,3,,1
0.397,1953,0.868,['Ray Anthony & His Orchestra'],0.337,348973,0.391,0,6LqweYLkD8PtZ18Ri5vCGO,0.8959999999999999,8,0.33,-7.19,1,An American In Paris,14,1953-09-14,0.0365,175.726,No Popular,348.973,1,,0
0.773,1934,0.995,['Πέτρος Κυριακός'],0.512,98442,0.311,0,4PoNo1rzzdKcaAR5YGE12p,1.14e-4,9,0.409,-12.422,0,Ρούμπα κι όχι αρλούμπα,0,1934-01-01,0.162,166.555,No Popular,98.442,1,,0
0.425,1996,0.91,"['Clarence ""Gatemouth"" Brown']",0.728,338333,0.054,0,1BjYNhg7JhVfQdxqEThBwn,0.048,11,0.12,-22.557,0,Long Way Home,42,1996-01-01,0.038,78.033,No Popular,338.333,1,,0
0.958,1935,0.833,['Bob Wills & His Texas Playboys'],0.835,155333,0.593,0,5yCR8e47PESGgmAfjKTYnq,0.00204,2,0.101,-9.395,1,Roly Poly,9,1935,0.0562,117.941,No Popular,155.333,1,,0
0.631,1948,0.925,['Los Panchos'],0.799,173067,0.371,0,02uxo5RZQTATXzPP673pGa,1.4300000000000004e-5,9,0.105,-9.394,1,"No, No y No",28,1948,0.0585,113.556,No Popular,173.067,1,,0
0.17800000000000002,2002,0.016,['Red Hot Chili Peppers'],0.452,216973,0.976,0,2t0ZYmVXMR36fchq1Egs2d,0.00631,0,0.0985,-4.349,1,By the Way,57,2002-07-09,0.117,123.035,No Popular,216.973,1,,0
0.488,2009,0.376,"['Rocío Dúrcal', 'Juan Gabriel']",0.608,283533,0.49,0,1z0ZlpdmAf7IcHpUoLEE3a,1.92e-6,2,0.199,-4.303,1,El Destino (with Juan Gabriel),45,2009-04-07,0.0229,91.143,No Popular,283.533,2,,1
0.833,2019,0.124,['Aaliyah'],0.848,265667,0.6629999999999999,0,0ZTJrZ1axCUmP1fiFzyabF,0.0293,9,0.0737,-7.0779999999999985,0,Are You That Somebody,64,2019-07-25,0.159,137.953,No Popular,265.667,1,,0
0.487,1986,0.00321,['Hombres G'],0.596,132853,0.947,0,1XvfncS1t4BNkh37klHeqj,3.78e-5,11,0.0897,-3.225,0,Marta tiene un marcapasos,58,1986,0.0547,102.238,No Popular,132.853,1,,0
0.474,2010,0.5429999999999999,['The Black Keys'],0.604,229213,0.406,0,4c15DmbPf9g3HNPipLBBu0,5.45e-4,9,0.0932,-10.016,0,I'm Not the One,46,2010-05-18,0.0306,139.89700000000002,No Popular,229.213,1,,0
0.232,1973,0.877,['Linda Ronstadt'],0.424,214361,0.21,0,0DCt0NYxTT314P4Rcqzqa2,3.43e-6,11,0.118,-11.651,1,Desperado,50,1973,0.0311,119.283,No Popular,214.361,1,,0
0.967,1998,0.626,['Banda El Recodo'],0.598,170600,0.589,0,17Atin09BMavpAvwc8qWph,1.08e-6,8,0.115,-4.591,1,Pena Tras Pena,47,1998-01-01,0.0297,130.562,No Popular,170.6,1,,0
